time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
1.26,0.11529406232063995,-0.14823522298367994,0.08235290165759997,-1.575058758718464,0.06588232132607998,1.6482352229836799,0.78470593767936,0.23610581164799996,-0.30356461497599996,0.16864700831999999,-0.27658109364480005,0.134917606656,0.30356461497599996,-0.23610581164799996,0.15507770880000027,-0.19938562560000037,0.1107697920000002,-0.1816624588800004,0.08861583360000017,0.19938562560000034,-0.15507770880000027
1.27,0.11766277760234858,-0.1512807140601625,0.08404484114453471,-1.5778335394770369,0.06723587291562777,1.6512807140601624,0.7823372223976515,0.23762753845401846,-0.3055211208694523,0.16973395603858463,-0.27836368790327887,0.1357871648308677,0.3055211208694523,-0.23762753845401846,0.14925401805404698,-0.1918980232123461,0.10661001289574784,-0.1748404211490265,0.08528801031659827,0.19189802321234609,-0.14925401805404698
1.28,0.12004641761745415,-0.15434539407958392,0.0857474411553244,-1.580625803494732,0.06859795292425952,1.6543453940795838,0.7799535823825459,0.23909062464778422,-0.3074022316900083,0.17077901760556016,-0.2800775888731188,0.13662321408444814,0.30740223169000824,-0.23909062464778422,0.1433501201558299,-0.18430729734320989,0.10239294296844993,-0.16792442646825795,0.08191435437475995,0.18430729734320986,-0.1433501201558299
1.29,0.12244439200301,-0.15742850400387,0.08746028000215,-1.5834348592035261,0.06996822400172001,1.65742850400387,0.7775556079969901,0.240494284233,-0.30920693687100004,0.171781631595,-0.2817218758158001,0.13742530527600003,0.309206936871,-0.240494284233,0.1373692362000001,-0.17661758940000016,0.09812088300000009,-0.1609182481200002,0.07849670640000007,0.17661758940000014,-0.1373692362000001
1.3,0.12485610269775946,-0.16052927489711932,0.08918293049839962,-1.5862600060173753,0.0713463443987197,1.6605292748971192,0.7751438973022405,0.24183776360310935,-0.31093426748971204,0.1727412597165067,-0.2832956659350711,0.13819300777320537,0.31093426748971204,-0.24183776360310935,0.13131462277091857,-0.16883308641975248,0.09379615912208471,-0.15382570096021897,0.07503692729766777,0.16883308641975245,-0.13131462277091857
1.31,0.12728094426778083,-0.16364692834428965,0.09091496019127203,-1.5891005347136862,0.07273196815301762,1.6636469283442896,0.7727190557322192,0.24312034188812587,-0.3125832967133047,0.17365738706294706,-0.2847981147832333,0.13892590965035764,0.3125832967133047,-0.24312034188812587,0.12518957032949238,-0.16095801899506165,0.08942112166392313,-0.14665063952883398,0.07153689733113851,0.16095801899506162,-0.12518957032949238
1.32,0.12971830423552005,-0.16678067687424006,0.09265593159680004,-1.591955727818752,0.07412474527744004,1.6667806768742401,0.77028169576448,0.244341331285333,-0.3141531402239996,0.17452952234666644,-0.28622841664853305,0.13962361787733316,0.31415314022399954,-0.244341331285333,0.11899740160000015,-0.1529966592000002,0.08499814400000011,-0.13939695616000022,0.0679985152000001,0.1529966592000002,-0.11899740160000015
1.33,0.1321675634120493,-0.16992972438692056,0.09440540243717808,-1.594824859996972,0.07552432194974247,1.6699297243869204,0.7678324365879508,0.24550007737385426,-0.3156429566235269,0.17535719812418163,-0.287585804923658,0.1402857584993453,0.3156429566235269,-0.24550007737385426,0.11274146995692742,-0.14495331851604956,0.08052962139780531,-0.13206857909240075,0.06442369711824425,0.14495331851604953,-0.11274146995692742
1.34,0.1346280962323923,-0.1730932665845044,0.09616292588028022,-1.5977071984436595,0.07693034070422418,1.6730932665845044,0.7653719037676077,0.24659595941308485,-0.3170519478168234,0.17613997100934634,-0.2888695524553281,0.14091197680747708,0.3170519478168234,-0.24659595941308485,0.10642515781179647,-0.13683234575802405,0.07601796986556891,-0.12466947057953306,0.060814375892455134,0.13683234575802403,-0.10642515781179647
1.35,0.13709927109374992,-0.1762704914062499,0.09792805078124994,-1.6006020032812498,0.07834244062499995,1.6762704914062498,0.7629007289062502,0.24762839062500017,-0.3183793593750002,0.17687742187500013,-0.2900789718750003,0.14150193750000012,0.3183793593750002,-0.24762839062500017,0.10005187499999901,-0.12863812499999874,0.0714656249999993,-0.11720362499999888,0.05717249999999944,0.12863812499999872,-0.10005187499999901
1.36,0.13958045069647249,-0.17946057946689323,0.09970032192605179,-1.603508527958725,0.07976025754084143,1.6794605794668933,0.7604195493035275,0.24859681846032738,-0.31962448087756384,0.177569156043091,-0.29121341591066935,0.1420553248344728,0.3196244808775638,-0.24859681846032738,0.09362505716762701,-0.12037507350123473,0.0668750408340193,-0.10967506696779168,0.05350003266721544,0.12037507350123472,-0.09362505716762701
1.37,0.14207099238760923,-0.18266270449835476,0.10147928027686375,-1.6064260196540565,0.081183424221491,1.6826627044983546,0.7579290076123908,0.24950072484858624,-0.32078664623389663,0.1782148034632759,-0.2922722776797726,0.1425718427706207,0.3207866462338966,-0.24950072484858624,0.08714816415829951,-0.11204763963209938,0.062248688684499655,-0.10208784944257947,0.04979895094759973,0.11204763963209936,-0.08714816415829951
1.3800000000000001,0.14457024850688,-0.18587603379456002,0.1032644632192,-1.609353719679488,0.08261157057536,1.68587603379456,0.7554297514931201,0.25033962643200003,-0.3218652339840001,0.17881401888000004,-0.2932549909632002,0.14305121510400004,0.321865233984,-0.25033962643200003,0.0806246783999996,-0.1036603007999995,0.057589055999999715,-0.09444605183999956,0.04607124479999977,0.10366030079999948,-0.0806246783999996
1.3900000000000001,0.14707756673490482,-0.18909972865916339,0.10505540481064632,-1.61229086388946,0.08404432384851707,1.6890997286591634,0.7529224332650952,0.2511130747832703,-0.32285966757849033,0.1793664819880502,-0.29416103046040243,0.14349318559044016,0.32285966757849033,-0.2511130747832703,0.07405810329190614,-0.0952175613753079,0.05289864520850439,-0.08675377814194722,0.042318916166803514,0.09521756137530789,-0.07405810329190614
1.4000000000000001,0.14959229044352995,-0.1923329448559671,0.10685163603109284,-1.6152366830909923,0.08548130882487427,1.6923329448559672,0.7504077095564701,0.2518206566072248,-0.3237694156378605,0.17987189757658917,-0.2949899120256063,0.14389751806127135,0.3237694156378605,-0.2518206566072248,0.06745196159122104,-0.0867239506172842,0.04817997256515789,-0.07901515500685896,0.03854397805212631,0.08672395061728419,-0.06745196159122104
1.41,0.15211375904809005,-0.19557483306183007,0.10865268503435004,-1.6181904034563341,0.08692214802748004,1.69557483306183,0.74788624095191,0.2524619939263333,-0.32459399219099994,0.18032999566166663,-0.2957411928851334,0.1442639965293333,0.3245939921909999,-0.2524619939263333,0.060809793800000136,-0.07818402060000018,0.0434355670000001,-0.07123432988000018,0.03474845360000008,0.07818402060000017,-0.060809793800000136
